127.0.0.1 - - [31/Oct/2013:09:11:20 +0530] "GET / HTTP/1.1" 404 955
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:52:28 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.34 - - [31/Oct/2013:14:52:33 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.34 - - [31/Oct/2013:14:52:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:52:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:52:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:14:52:48 +0530] "POST /WebRTC_presentation/loginServlet HTTP/1.1" 302 -
10.1.5.8 - - [31/Oct/2013:14:52:48 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.34 - - [31/Oct/2013:14:52:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:14:52:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:52:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:52:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:53:42 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.34 - - [31/Oct/2013:14:54:03 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.34 - - [31/Oct/2013:14:54:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:54:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:54:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:54:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:14:54:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:54:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:54:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:54:27 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6300
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:16 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:27 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.34 - - [31/Oct/2013:14:55:33 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.34 - - [31/Oct/2013:14:55:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:55:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:55:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:55:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:14:55:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:55:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:55:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:55:55 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:56:01 +0530] "POST /WebRTC_presentation/loginServlet HTTP/1.1" 302 -
10.1.5.8 - - [31/Oct/2013:14:56:01 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6248
10.1.5.34 - - [31/Oct/2013:14:57:03 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.34 - - [31/Oct/2013:14:57:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:57:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:57:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:57:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:14:57:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:57:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:57:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:33 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.34 - - [31/Oct/2013:14:58:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:33 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:53 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:14:58:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:14:58:53 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/login.jsp?msg=invalid%20username%20or%20password HTTP/1.1" 200 6286
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/images/bg_blue.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:17 +0530] "GET /WebRTC_presentation/pageone/images/header_bg_blue.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/images/footer_bg_blue.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:16 +0530] "GET /WebRTC_presentation/pageone/css/fonts/merriweather-bold-webfont.woff HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:14:59:52 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2691
10.1.5.8 - - [31/Oct/2013:14:59:56 +0530] "GET /WebRTC_presentation/pageone/ HTTP/1.1" 404 1039
10.1.5.34 - - [31/Oct/2013:15:00:03 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7222
10.1.5.8 - - [31/Oct/2013:15:00:03 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2691
10.1.5.34 - - [31/Oct/2013:15:00:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:15:00:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:bob@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:15:00:03 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:cred@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:15:00:23 +0530] "GET /WebRTC_presentation/pageone/friendbook.jsp HTTP/1.1" 200 7259
10.1.5.34 - - [31/Oct/2013:15:00:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:stun@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:15:00:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:alice@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.34 - - [31/Oct/2013:15:00:23 +0530] "GET /UploadPicsAudioVideo/CreateUserServlet?id=sip:altanai@tcs.com&action=getProfilePic HTTP/1.1" 404 1078
10.1.5.8 - - [31/Oct/2013:15:00:38 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2699
10.1.5.8 - - [31/Oct/2013:15:00:39 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2699
10.1.5.8 - - [31/Oct/2013:15:00:39 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2699
10.1.5.8 - - [31/Oct/2013:15:00:39 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 500 2699
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 200 6257
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:09 +0530] "GET /WebRTC_presentation/pageone/images/slides/images.jpg HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/login.jsp HTTP/1.1" 200 6257
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/Validations/JS/newregistration.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/Validations/JS/login.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/css/style_blue.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/css/nivo-slider.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/css/jquery.fancybox-1.3.4.css HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/js/jquery.smoothscroll.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/js/jquery.fancybox-1.3.4.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/js/jquery.easing-1.3.pack.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/js/init.js HTTP/1.1" 304 -
10.1.5.8 - - [31/Oct/2013:15:01:10 +0530] "GET /WebRTC_presentation/pageone/images/tcs_logo.png HTTP/1.1" 304 -
